StudentID,Course,Grade,Section_Grade,Course_Type
STU561,Spanish IV Honors,11,97.53,Foreign Language
STU562,Spanish Language and Culture AP,12,82.52,Foreign Language
STU563,Spanish II Honors,9,81.27,Foreign Language
STU564,Spanish III Honors,10,97.3,Foreign Language
STU565,Spanish II,10,93.18,Foreign Language
STU566,Spanish IV Honors,11,99.38,Foreign Language
STU567,Spanish IV,12,86.65,Foreign Language
STU568,Spanish II,9,90.16,Foreign Language
STU569,Chinese IV Honors,11,98.17,Foreign Language
STU57,Spanish V Honors,12,88.38,Foreign Language
STU570,Spanish IV Honors,11,93.35,Foreign Language
STU571,French V Honors,12,84.76,Foreign Language
STU572,Spanish Language and Culture AP (for Heritage Speakers),10,90.13,Foreign Language
STU573,French III Honors,10,90.16,Foreign Language
STU574,French III Honors,10,94.01,Foreign Language
STU575,French III,10,89.89,Foreign Language
STU576,Spanish II Honors,9,84.38,Foreign Language
STU577,Spanish IV,11,91.88,Foreign Language
STU578,Spanish II,9,92.99,Foreign Language
STU579,Spanish IV Honors,11,99.54,Foreign Language
STU58,Spanish II,9,97.31,Foreign Language
STU580,Spanish II Honors,9,95.05,Foreign Language
STU581,Latin II Honors,10,97.6,Foreign Language
STU582,Chinese III Honors,10,90.25,Foreign Language
STU583,Spanish IV Honors,11,94.5,Foreign Language
STU584,Latin II Honors,10,87.58,Foreign Language
STU585,Spanish IV Honors,11,93.11,Foreign Language
STU586,French IV Honors,11,94.69,Foreign Language
STU587,Spanish IV Honors,11,98.43,Foreign Language
STU588,Spanish III,11,95.41,Foreign Language
STU589,Latin I Honors,9,95.9,Foreign Language
STU59,Spanish I,9,92.13,Foreign Language
STU590,Latin II Honors,10,92.7,Foreign Language
STU591,Spanish IV Honors,10,98.95,Foreign Language
STU593,Latin II Honors,10,98.82,Foreign Language
STU594,French IV,11,86.41,Foreign Language
STU595,Chinese III Honors,10,90.1,Foreign Language
STU596,Latin AP,12,92.15,Foreign Language
STU597,Spanish IV,11,89.06,Foreign Language
STU598,Spanish II,9,93.47,Foreign Language
STU599,Chinese II Honors,9,91.21,Foreign Language
STU6,Spanish III Honors,10,86.91,Foreign Language
STU60,Spanish III Honors,10,93.23,Foreign Language
STU600,Chinese IV Honors,11,97.42,Foreign Language
STU601,Latin I Honors,9,89.55,Foreign Language
STU602,Spanish III,11,92.85,Foreign Language
STU603,Latin AP,12,88.17,Foreign Language
STU604,Spanish II Honors,9,87.75,Foreign Language
STU605,Spanish II,9,93.24,Foreign Language
STU606,Spanish V Honors,12,92.54,Foreign Language
STU607,French III Honors,10,91.42,Foreign Language
STU608,French III Honors,10,90.1,Foreign Language
STU609,French II Honors,9,83.68,Foreign Language
STU61,Latin II Honors,10,94.98,Foreign Language
STU610,Latin II Honors,10,97.08,Foreign Language
STU611,Spanish III,10,90.15,Foreign Language
STU612,Spanish II Honors,9,94.88,Foreign Language
STU613,Spanish II Honors,9,90.18,Foreign Language
STU614,Spanish IV,12,93.51,Foreign Language
STU615,Latin II Honors,10,95.98,Foreign Language
STU616,Spanish III Honors,10,86.35,Foreign Language
STU618,Spanish III Honors,10,98.06,Foreign Language
STU619,Spanish II,9,95.42,Foreign Language
STU62,Spanish IV Honors,11,92.52,Foreign Language
STU620,Spanish IV,11,91.71,Foreign Language
STU621,Spanish IV Honors - Heritage Speakers,9,97.83,Foreign Language
STU622,Spanish Literature and Culture AP,12,94.74,Foreign Language
STU623,Latin II Honors,10,97.88,Foreign Language
STU624,Chinese IV Honors,10,97.07,Foreign Language
STU625,Spanish II Honors,9,90.8,Foreign Language
STU626,Spanish II Honors,9,95.17,Foreign Language
STU627,French IV Honors,11,91.28,Foreign Language
STU628,Spanish IV Honors,11,93.65,Foreign Language
STU629,French II,9,86.08,Foreign Language
STU63,Spanish II Honors,9,97.18,Foreign Language
STU630,Chinese III Honors,10,90.02,Foreign Language
STU631,Latin AP,12,89.97,Foreign Language
STU632,Spanish II Honors,9,97.2,Foreign Language
STU633,Spanish IV Honors,11,98.24,Foreign Language
STU634,Spanish III Honors,10,97.85,Foreign Language
STU635,Spanish V Honors,12,95.12,Foreign Language
STU636,Spanish II Honors,9,87.61,Foreign Language
STU637,Spanish II Honors,9,94.5,Foreign Language
STU638,Chinese III Honors,10,97.1,Foreign Language
STU639,Spanish II Honors,9,93.91,Foreign Language
STU64,Spanish IV Honors,11,98.38,Foreign Language
STU640,Chinese II,9,90.07,Foreign Language
STU641,Spanish III Honors,10,93.04,Foreign Language
STU642,Spanish IV Honors,11,98.89,Foreign Language
STU643,Latin I Honors,9,98.5,Foreign Language
STU644,Latin I Honors,9,95.8,Foreign Language
STU645,Spanish II Honors,9,87.57,Foreign Language
STU646,Spanish IV Honors - Heritage Speakers,9,93.93,Foreign Language
STU647,Spanish IV Honors - Heritage Speakers,9,91.38,Foreign Language
STU648,Spanish I,9,85.08,Foreign Language
STU649,Spanish III Honors,10,97.52,Foreign Language
STU65,Spanish III,10,92.59,Foreign Language
STU650,Latin III Honors,11,98.61,Foreign Language
STU651,Spanish II Honors,9,91,Foreign Language
STU652,Spanish Literature and Culture AP,11,86.06,Foreign Language
STU653,Spanish III,10,94.08,Foreign Language
STU654,French III Honors,10,95.15,Foreign Language
STU655,Spanish III Honors,10,90.16,Foreign Language
STU656,Spanish III Honors,10,86.81,Foreign Language
STU657,Chinese III,10,94.78,Foreign Language
STU658,French III Honors,10,87.39,Foreign Language
STU659,Spanish Language and Culture AP,12,96.7,Foreign Language
STU66,Spanish Language and Culture AP,12,97,Foreign Language
STU660,Chinese III Honors,10,83.08,Foreign Language
STU661,Latin I Honors,9,96.96,Foreign Language
STU662,Spanish III Honors,10,93.39,Foreign Language
STU663,Spanish III Honors,10,96.18,Foreign Language
STU664,Spanish III,11,93.18,Foreign Language
STU665,Chinese IV Honors,11,95.16,Foreign Language
STU666,Latin I Honors,9,99.14,Foreign Language
STU667,Spanish Literature and Culture AP,12,97.23,Foreign Language
STU668,Spanish Language and Culture AP,12,93.1,Foreign Language
STU669,Chinese IV Honors,11,97.78,Foreign Language
STU67,Spanish Language and Culture AP,12,93.55,Foreign Language
STU670,Spanish III,11,92.63,Foreign Language
STU671,Latin III Honors,11,96.14,Foreign Language
STU672,Spanish IV Honors,12,91.99,Foreign Language
STU673,Chinese II Honors,9,93.85,Foreign Language
STU674,Spanish IV Honors,11,98.92,Foreign Language
STU675,French III,10,84.52,Foreign Language
STU676,French II,9,85.33,Foreign Language
STU677,Chinese III Honors,10,93.21,Foreign Language
STU678,Spanish: 20th Century Latin American Literature Post-AP,12,96.5,Foreign Language
STU679,Spanish I,9,92.95,Foreign Language
STU68,Spanish Language and Culture AP,12,95.65,Foreign Language
STU680,Chinese III Honors,10,90.11,Foreign Language
STU681,Spanish II Honors,9,97.21,Foreign Language
STU682,Spanish Language and Culture AP,12,96.1,Foreign Language
STU683,Chinese II Honors,9,90.46,Foreign Language
STU684,Spanish Language and Culture AP,12,97.9,Foreign Language
STU685,Spanish II Honors,9,93.4,Foreign Language
STU686,Spanish Language and Culture AP,12,96.25,Foreign Language
STU687,Spanish Literature and Culture AP,11,95.94,Foreign Language
STU687,French IV Honors,11,93.94,Foreign Language
STU688,Spanish II,9,93.28,Foreign Language
STU689,Spanish Language and Culture AP,12,94.01,Foreign Language
STU69,Spanish II Honors,9,90.59,Foreign Language
STU690,Spanish II,9,91.49,Foreign Language
STU691,Spanish II Honors,9,90.33,Foreign Language
STU692,French IV Honors,11,82.24,Foreign Language
STU693,Latin I Honors,9,99.25,Foreign Language
STU694,Spanish IV,12,84.53,Foreign Language
STU695,Spanish: 20th Century Latin American Literature Post-AP,12,98.92,Foreign Language
STU696,Chinese II Honors,9,82.02,Foreign Language
STU697,Latin I Honors,9,95,Foreign Language
STU698,Spanish IV,12,94.3,Foreign Language
STU699,Spanish: 20th Century Latin American Literature Post-AP,12,73.33,Foreign Language
STU7,Spanish Language and Culture AP (for Heritage Speakers),10,92.12,Foreign Language
STU70,Spanish Language and Culture AP,12,95.35,Foreign Language
STU700,Spanish II,9,89.97,Foreign Language
STU701,Spanish II,9,93.08,Foreign Language
STU702,Spanish IV,12,82.88,Foreign Language
STU703,French II Honors,9,87.48,Foreign Language
STU704,Spanish II Honors,9,98.18,Foreign Language
STU705,Spanish II Honors,9,93.21,Foreign Language
STU706,Spanish III Honors,10,94.27,Foreign Language
STU707,Spanish II Honors,9,87.53,Foreign Language
STU708,Spanish IV,12,94.66,Foreign Language
STU709,Spanish Language and Culture AP,12,95.51,Foreign Language
STU71,Chinese IV Honors,11,93.21,Foreign Language
STU710,Chinese II Honors,9,90.32,Foreign Language
STU711,French II Honors,9,87.92,Foreign Language
STU712,Chinese III Honors,10,90.22,Foreign Language
STU713,Spanish II,9,84.35,Foreign Language
STU714,Spanish II Honors,9,94.24,Foreign Language
STU715,Spanish Language and Culture AP,12,95.73,Foreign Language
STU716,Chinese IV Honors,11,90.52,Foreign Language
STU717,Latin III Honors,11,85.62,Foreign Language
STU718,Spanish IV,12,89.44,Foreign Language
STU719,Latin I Honors,9,97.53,Foreign Language
STU72,Spanish IV,12,82.4,Foreign Language
STU720,Spanish III,10,96.1,Foreign Language
STU721,Latin III Honors,11,95.22,Foreign Language
STU722,Spanish Language and Culture AP,12,94.24,Foreign Language
STU723,Latin II Honors,10,96.48,Foreign Language
STU724,Spanish IV,12,80.84,Foreign Language
STU725,French IV Honors,11,90.09,Foreign Language
STU726,Spanish III,10,94.14,Foreign Language
STU727,Spanish II Honors,9,93.58,Foreign Language
STU729,Spanish III Honors,10,92.03,Foreign Language
STU73,Spanish IV Honors,11,92.89,Foreign Language
STU730,Spanish II Honors,9,97.24,Foreign Language
STU731,Spanish III,10,98.66,Foreign Language
STU733,Spanish III Honors,11,93.5,Foreign Language
STU734,Spanish Language and Culture AP (for Heritage Speakers),10,95.79,Foreign Language
STU735,Chinese II Honors,9,97.6,Foreign Language
STU736,Spanish II Honors,9,97.95,Foreign Language
STU737,Spanish III,12,89.72,Foreign Language
STU738,Spanish IV,11,96.59,Foreign Language
STU739,French II,9,83.42,Foreign Language
STU74,Spanish Language and Culture AP,12,87.25,Foreign Language
STU740,Chinese III Honors,10,97.41,Foreign Language
STU741,French IV Honors,11,95.44,Foreign Language
STU742,Spanish III,11,90.69,Foreign Language
STU743,Chinese II Honors,9,94.86,Foreign Language
STU744,Latin I Honors,9,98.5,Foreign Language
STU745,Latin II Honors,10,100.58,Foreign Language
STU746,Spanish III Honors,11,93.95,Foreign Language
STU747,Spanish IV,11,88.94,Foreign Language
STU748,Spanish IV,11,94.82,Foreign Language
STU749,Spanish III,11,90.95,Foreign Language
STU75,Spanish IV,11,92.41,Foreign Language
STU750,Chinese III,10,85.52,Foreign Language
STU751,French III,10,85.58,Foreign Language
STU752,Spanish IV Honors,11,98.43,Foreign Language
STU753,Spanish III Honors,10,83,Foreign Language
STU754,Latin III Honors,11,98.29,Foreign Language
STU755,Chinese III,10,91.2,Foreign Language
STU756,Spanish IV Honors - Heritage Speakers,9,93.92,Foreign Language
STU757,Spanish III,11,93.99,Foreign Language
STU758,Spanish IV Honors,11,98.43,Foreign Language
STU759,Spanish IV Honors,11,99.07,Foreign Language
STU76,Latin III Honors,11,94.23,Foreign Language
STU760,Latin I Honors,9,94.35,Foreign Language
STU761,French II,9,86.26,Foreign Language
STU762,Spanish II,9,84.63,Foreign Language
STU763,Spanish IV,11,89.63,Foreign Language
STU764,Latin I Honors,9,86.45,Foreign Language
STU765,Spanish Language and Culture AP (for Heritage Speakers),10,92.6,Foreign Language
STU766,Spanish IV,11,89.22,Foreign Language
STU767,French III,10,81.86,Foreign Language
STU768,Spanish IV Honors,11,97.61,Foreign Language
STU769,Spanish II Honors,9,90.28,Foreign Language
STU77,Spanish Language and Culture AP,12,97.45,Foreign Language
STU770,Spanish IV Honors,11,98.44,Foreign Language
STU771,Latin I Honors,9,97.9,Foreign Language
STU771,French II Honors,9,87.43,Foreign Language
STU772,Spanish III Honors,10,94.91,Foreign Language
STU773,Spanish III Honors,10,88.08,Foreign Language
STU774,Spanish III,11,98.46,Foreign Language
STU775,Spanish II,9,97.31,Foreign Language
STU776,Spanish III,11,92.64,Foreign Language
STU777,Latin I Honors,9,96.98,Foreign Language
STU778,Spanish III,10,95.33,Foreign Language
STU779,Spanish III,10,93.95,Foreign Language
STU78,French III Honors,10,92.18,Foreign Language
STU780,Latin II Honors,10,83.08,Foreign Language
STU781,Chinese II Honors,9,92.12,Foreign Language
STU782,Latin II Honors,12,93.65,Foreign Language
STU783,Spanish I,9,94,Foreign Language
STU784,Spanish Language and Culture AP (for Heritage Speakers),10,96.36,Foreign Language
STU785,Latin II Honors,10,97.1,Foreign Language
STU786,Spanish I,9,95.95,Foreign Language
STU787,Spanish IV,11,86.44,Foreign Language
STU788,Spanish Language and Culture AP,12,96.25,Foreign Language
STU789,Spanish II Honors,9,95.07,Foreign Language
STU79,Spanish Language and Culture AP,12,87.64,Foreign Language
STU790,Latin I Honors,9,98.7,Foreign Language
STU791,Spanish II,9,93.65,Foreign Language
STU792,Spanish Language and Culture AP (for Heritage Speakers),10,88.7,Foreign Language
STU793,Spanish II Honors,9,93.32,Foreign Language
STU794,Spanish III,10,96.51,Foreign Language
STU795,Latin I Honors,9,97.43,Foreign Language
STU796,Chinese Language and Culture AP,12,97.14,Foreign Language
STU797,Spanish Language and Culture AP (for Heritage Speakers),10,86.93,Foreign Language
STU798,Latin II Honors,10,94.75,Foreign Language
STU799,Spanish IV,12,89.85,Foreign Language
STU8,French V Honors,12,92.69,Foreign Language
STU80,Latin AP,12,93.27,Foreign Language
STU800,Spanish II,9,93.22,Foreign Language
STU801,Spanish II,10,99.61,Foreign Language
STU802,Spanish Literature and Culture AP,12,97.14,Foreign Language
STU803,Latin II Honors,10,91.4,Foreign Language
STU804,Spanish II Honors,9,93.34,Foreign Language
STU805,Spanish III Honors,10,83.81,Foreign Language
STU806,Latin II Honors,10,97.2,Foreign Language
STU807,Latin I Honors,9,88.26,Foreign Language
STU808,Spanish Language and Culture AP (for Heritage Speakers),10,90.44,Foreign Language
STU809,Spanish Language and Culture AP (for Heritage Speakers),10,93.83,Foreign Language
STU81,Chinese III Honors,10,91.09,Foreign Language
STU810,Latin II Honors,10,94.9,Foreign Language
STU811,Spanish I,10,94.9,Foreign Language
STU812,Spanish II Honors,9,93.4,Foreign Language
STU813,Latin IV Honors,10,99.08,Foreign Language
STU814,Latin I Honors,9,97.3,Foreign Language
STU815,Spanish III,10,99.24,Foreign Language
STU816,French III Honors,11,96.09,Foreign Language
STU817,Spanish V Honors,11,96.79,Foreign Language
STU818,Spanish IV Honors,11,97.81,Foreign Language
STU819,Spanish III Honors,10,96.12,Foreign Language
STU82,Spanish IV Honors,11,96.66,Foreign Language
STU820,Spanish II,9,87.25,Foreign Language
STU821,Spanish III Honors,10,98.77,Foreign Language
STU822,Spanish III Honors,10,97.96,Foreign Language
STU823,Spanish Language and Culture AP (for Heritage Speakers),10,86.68,Foreign Language
STU824,French III Honors,10,92.12,Foreign Language
STU825,French III Honors,10,89.28,Foreign Language
STU826,Spanish II Honors,9,98.1,Foreign Language
STU827,Latin II Honors,10,98.95,Foreign Language
STU828,Chinese IV Honors,11,85.34,Foreign Language
STU829,Chinese II,9,93.35,Foreign Language
STU83,Spanish Language and Culture AP,12,95.35,Foreign Language
STU830,Spanish III Honors,10,91.03,Foreign Language
STU831,Spanish III Honors,10,87.27,Foreign Language
STU832,Spanish Literature and Culture AP,12,88.44,Foreign Language
STU833,Spanish II,10,82.74,Foreign Language
STU834,Spanish I,9,96.78,Foreign Language
STU835,Spanish IV,11,92.31,Foreign Language
STU836,Spanish III Honors,10,96.03,Foreign Language
STU837,Spanish II Honors,9,98.61,Foreign Language
STU838,Spanish Language and Culture AP (for Heritage Speakers),11,96.94,Foreign Language
STU839,Spanish II,9,95.21,Foreign Language
STU84,Spanish IV,11,92.08,Foreign Language
STU840,Spanish IV Honors - Heritage Speakers,9,96.14,Foreign Language
STU841,Spanish IV Honors - Heritage Speakers,9,95.86,Foreign Language
STU842,Spanish IV Honors - Heritage Speakers,9,100.35,Foreign Language
STU843,Spanish IV Honors - Heritage Speakers,9,99.73,Foreign Language
STU844,Latin I Honors,9,95.93,Foreign Language
STU845,Spanish I,9,90.78,Foreign Language
STU846,French III Honors,10,85.94,Foreign Language
STU847,Spanish I,9,95.43,Foreign Language
STU848,Spanish IV Honors - Heritage Speakers,9,99.56,Foreign Language
STU849,Latin I Honors,9,100.75,Foreign Language
STU849,Spanish II Honors,9,93.74,Foreign Language
STU85,French Language and Culture AP,12,91.7,Foreign Language
STU850,Spanish II Honors,9,94.51,Foreign Language
STU851,Spanish II,9,94.74,Foreign Language
STU852,French III Honors,10,94.77,Foreign Language
STU853,Latin I Honors,9,98.53,Foreign Language
STU854,Spanish II Honors,9,97.57,Foreign Language
STU855,Spanish III,10,84.31,Foreign Language
STU856,Spanish II,9,97.85,Foreign Language
STU857,Spanish III Honors,10,87.19,Foreign Language
STU858,Chinese Language and Culture AP,11,94.65,Foreign Language
STU859,Chinese IV Honors,10,94.96,Foreign Language
STU86,Spanish IV,11,89.19,Foreign Language
STU87,Spanish Language and Culture AP,12,89.84,Foreign Language
STU88,French Language and Culture AP,12,84.7,Foreign Language
STU89,Spanish IV,11,92.54,Foreign Language
STU9,Chinese Language and Culture AP,12,93.67,Foreign Language
STU90,Spanish Literature and Culture AP,12,86.72,Foreign Language
STU91,Spanish IV Honors,11,94.42,Foreign Language
STU92,Latin AP,12,91.07,Foreign Language
STU93,Spanish IV,11,90.03,Foreign Language
STU94,Spanish II Honors,9,93.63,Foreign Language
STU95,French IV,11,82.1,Foreign Language
STU96,Latin II Honors,10,98.58,Foreign Language
STU97,Latin AP,12,90.77,Foreign Language
STU98,Spanish IV Honors,11,93.19,Foreign Language
STU99,Spanish IV,11,94.68,Foreign Language
