StudentID,Course,Grade,Section_Grade,Course_Type
STU662,English II Honors,10,87.64,English
STU663,English Language and Composition AP,10,94.36,English
STU664,English Literature and Composition AP,11,88.64,English
STU665,English Literature and Composition AP,11,88.82,English
STU666,English I Honors,9,96.56,English
STU668,English Literature and Composition AP,12,88.19,English
STU669,English Literature and Composition AP,11,95.1,English
STU67,English Literature and Composition AP,12,93.82,English
STU670,English Language and Composition AP,11,86.98,English
STU671,English Literature and Composition AP,11,92.32,English
STU672,English Literature and Composition AP,12,89.01,English
STU673,English I Honors,9,93.21,English
STU674,English Literature and Composition AP,11,97.05,English
STU675,English Language and Composition AP,10,90.14,English
STU676,English I Honors,9,92.54,English
STU677,English Language and Composition AP,10,95.12,English
STU678,Shakespeare Post-AP,12,91.46,English
STU679,English I Honors,9,90.6,English
STU68,English Literature and Composition AP,12,95.08,English
STU680,English Language and Composition AP,10,91.52,English
STU681,English I Honors,9,95.77,English
STU682,On The Fringe: Marginalized Voices in Literature Post-AP,12,97.33,English
STU683,English I Honors,9,93.58,English
STU684,On The Fringe: Marginalized Voices in Literature Post-AP,12,97.78,English
STU685,English I Honors,9,90.59,English
STU686,Shakespeare Post-AP,12,95.48,English
STU687,English Literature and Composition AP,11,94.53,English
STU688,English I Honors,9,89.5,English
STU689,English Literature and Composition AP,12,86.52,English
STU69,English I Honors,9,84.2,English
STU690,English I Honors,9,84.92,English
STU691,English I Honors,9,92.5,English
STU692,English Literature and Composition AP,11,85.41,English
STU693,English I Honors,9,94.71,English
STU694,English Literature and Composition AP,12,81.19,English
STU695,Shakespeare Post-AP,12,95.63,English
STU696,English I Honors,9,88.8,English
STU697,English I Honors,9,86.46,English
STU698,English Literature and Composition AP,12,94.25,English
STU699,English Literature and Composition AP,12,58.62,English
STU7,English Language and Composition AP,10,92.52,English
STU70,Mythology Classical and World Literature Post-AP,12,97.53,English
STU700,English I Honors,9,95.5,English
STU701,English I Honors,9,89.29,English
STU702,English Literature and Composition AP,12,86.32,English
STU703,English I Honors,9,87.05,English
STU704,English I Honors,9,96.46,English
STU705,English I Honors,9,95.36,English
STU706,English Language and Composition AP,10,97.84,English
STU707,English I Honors,9,91.62,English
STU708,Shakespeare Post-AP,12,93.22,English
STU709,Shakespeare Post-AP,12,95.91,English
STU71,English Literature and Composition AP,11,93.48,English
STU710,English I Honors,9,94.21,English
STU711,English I Honors,9,96.67,English
STU712,English Language and Composition AP,10,91.36,English
STU713,English I Honors,9,89.66,English
STU714,English I Honors,9,92.5,English
STU715,Mythology Classical and World Literature Post-AP,12,92.49,English
STU716,English Literature and Composition AP,11,96.05,English
STU717,English Language and Composition AP,11,92.51,English
STU718,English Literature and Composition AP,12,92.9,English
STU719,English I Honors,9,94.07,English
STU72,English Literature and Composition AP,12,90.24,English
STU720,English II Honors,10,88.47,English
STU721,English Language and Composition AP,11,90.84,English
STU722,English Literature and Composition AP,12,87.49,English
STU723,English Language and Composition AP,10,93.64,English
STU724,English Literature and Composition AP,12,90.1,English
STU725,English Literature and Composition AP,11,96.54,English
STU726,English Language and Composition AP,10,86.77,English
STU727,English I Honors,9,94.84,English
STU728,Women Writers Post-AP,12,96.49,English
STU729,English II Honors,10,91.58,English
STU73,English Literature and Composition AP,11,89.39,English
STU730,English I Honors,9,93.64,English
STU731,English Language and Composition AP,10,92.02,English
STU731,Talented Writers Program I Honors,10,87.68,English
STU732,Mythology Classical and World Literature Post-AP,12,94.64,English
STU733,English Literature and Composition AP,11,95.94,English
STU734,English Language and Composition AP,10,92.64,English
STU735,English I Honors,9,94.6,English
STU736,English I Honors,9,97.62,English
STU737,English Literature and Composition AP,12,83.27,English
STU737,Talented Writers Program II Honors,12,87.66,English
STU738,English Language and Composition AP,11,94.77,English
STU739,English I Honors,9,90.52,English
STU74,Shakespeare Post-AP,12,93.8,English
STU740,English Language and Composition AP,10,96.67,English
STU741,English Literature and Composition AP,11,96.62,English
STU742,English Literature and Composition AP,11,89.86,English
STU743,English I Honors,9,97.18,English
STU744,English I Honors,9,94.39,English
STU745,English Language and Composition AP,10,98.88,English
STU746,English Literature and Composition AP,11,93.03,English
STU747,English Literature and Composition AP,11,92.13,English
STU748,English Literature and Composition AP,11,91.53,English
STU749,English Literature and Composition AP,11,87.61,English
STU75,English Literature and Composition AP,11,91.6,English
STU750,English II Honors,10,90.82,English
STU751,English II Honors,10,87.92,English
STU752,English Literature and Composition AP,11,94.82,English
STU753,English II Honors,10,89.86,English
STU754,English Literature and Composition AP,11,88.43,English
STU754,Talented Writers Program II Honors,11,90.93,English
STU755,English Language and Composition AP,10,92.58,English
STU756,English I Honors,9,90.43,English
STU757,English Literature and Composition AP,11,93.47,English
STU758,English Literature and Composition AP,11,93.86,English
STU759,English Literature and Composition AP,11,94.75,English
STU76,English Literature and Composition AP,11,89.81,English
STU760,English I Honors,9,83.05,English
STU761,English I Honors,9,89.81,English
STU762,English I Honors,9,82.5,English
STU763,English Language and Composition AP,11,87.56,English
STU764,English I Honors,9,94.97,English
STU765,English Language and Composition AP,10,93.94,English
STU766,English Literature and Composition AP,11,91.61,English
STU767,English II Honors,10,86.47,English
STU768,English Literature and Composition AP,11,92.19,English
STU769,English I Honors,9,93.09,English
STU77,Shakespeare Post-AP,12,95.35,English
STU770,English Literature and Composition AP,11,96.64,English
STU771,English I Honors,9,93.36,English
STU772,English Language and Composition AP,10,97.62,English
STU773,English Language and Composition AP,10,89.61,English
STU774,English Literature and Composition AP,11,94.77,English
STU775,English I Honors,9,97.02,English
STU776,English Literature and Composition AP,11,91.59,English
STU777,English I Honors,9,87.74,English
STU778,English Language and Composition AP,10,90.15,English
STU778,Talented Writers Program I Honors,10,90.79,English
STU779,English Language and Composition AP,10,92.73,English
STU779,Talented Writers Program I Honors,10,91.57,English
STU78,English Language and Composition AP,10,89.38,English
STU780,English II Honors,10,84.06,English
STU781,English I Honors,9,94.6,English
STU782,English Literature and Composition AP,12,93.13,English
STU783,English I Honors,9,86.22,English
STU784,English Language and Composition AP,10,93.02,English
STU785,English Language and Composition AP,10,93.01,English
STU786,English I Honors,9,87.39,English
STU787,English Language and Composition AP,11,88.5,English
STU788,English Literature and Composition AP,12,95.82,English
STU789,English I Honors,9,95.86,English
STU79,English Literature and Composition AP,12,92.91,English
STU790,English I Honors,9,90.3,English
STU791,English I Honors,9,90.45,English
STU792,English II Honors,10,90.35,English
STU793,English I Honors,9,87.9,English
STU794,English Language and Composition AP,10,90.81,English
STU795,English I Honors,9,87.31,English
STU796,Mythology Classical and World Literature Post-AP,12,94.83,English
STU796,Talented Writers Program III Honors,12,94.98,English
STU797,English II Honors,10,85.51,English
STU798,English Language and Composition AP,10,89.7,English
STU799,English Literature and Composition AP,12,91.59,English
STU8,English Literature and Composition AP,12,92.04,English
STU80,English Literature and Composition AP,12,93.16,English
STU800,English I Honors,9,93.29,English
STU801,English Language and Composition AP,10,99.23,English
STU802,English Literature and Composition AP,12,96.52,English
STU803,English Language and Composition AP,10,93.33,English
STU803,Talented Writers Program I Honors,10,89.79,English
STU804,English I Honors,9,98.24,English
STU805,English Language and Composition AP,10,89.48,English
STU806,English Language and Composition AP,10,96.5,English
STU807,English I Honors,9,95.15,English
STU808,English Language and Composition AP,10,92.68,English
STU809,English Language and Composition AP,10,90.9,English
STU81,English Language and Composition AP,10,92.73,English
STU810,English II Honors,10,91.31,English
STU811,English Language and Composition AP,10,83.95,English
STU812,English I Honors,9,93.12,English
STU813,English Language and Composition AP,10,96.67,English
STU814,English I Honors,9,91.06,English
STU815,English Language and Composition AP,10,94.55,English
STU816,English Literature and Composition AP,11,94.23,English
STU817,English Language and Composition AP,11,93.05,English
STU818,English Language and Composition AP,11,94.18,English
STU819,English Language and Composition AP,10,95.45,English
STU82,English Literature and Composition AP,11,96.64,English
STU820,English I Honors,9,87.7,English
STU821,English Language and Composition AP,10,95.76,English
STU822,English Language and Composition AP,10,97.42,English
STU823,English Language and Composition AP,10,91.26,English
STU824,English Language and Composition AP,10,96.82,English
STU825,English Language and Composition AP,10,93.33,English
STU826,English I Honors,9,97.32,English
STU827,English Language and Composition AP,10,92.52,English
STU828,English Language and Composition AP,11,91.09,English
STU829,English I Honors,9,83.94,English
STU83,Shakespeare Post-AP,12,96.4,English
STU830,English Language and Composition AP,10,93.87,English
STU831,English Language and Composition AP,10,94.85,English
STU832,Women Writers Post-AP,12,95.59,English
STU833,English II Honors,10,93,English
STU834,English I Honors,9,94.41,English
STU835,English Language and Composition AP,11,84.28,English
STU836,English Language and Composition AP,10,97.27,English
STU837,English I Honors,9,98.37,English
STU838,English Literature and Composition AP,11,89.82,English
STU839,English I Honors,9,95.9,English
STU84,English Literature and Composition AP,11,92.14,English
STU840,English I Honors,9,96.81,English
STU841,English I Honors,9,92.61,English
STU842,English I Honors,9,98.85,English
STU843,English I Honors,9,92.36,English
STU844,English I Honors,9,93.01,English
STU845,English I Honors,9,93,English
STU846,English Language and Composition AP,10,92.71,English
STU846,Talented Writers Program I Honors,10,95.15,English
STU847,English I Honors,9,92.76,English
STU848,English I Honors,9,95.18,English
STU849,English I Honors,9,94.97,English
STU85,Mythology Classical and World Literature Post-AP,12,93.3,English
STU850,English I Honors,9,93.78,English
STU851,English I Honors,9,89.98,English
STU852,English Language and Composition AP,10,94.24,English
STU853,English I Honors,9,96.56,English
STU854,English I Honors,9,96.28,English
STU855,English Language and Composition AP,10,84.62,English
STU856,English I Honors,9,95.9,English
STU857,English II Honors,10,97.17,English
STU858,English Language and Composition AP,11,93.25,English
STU858,Talented Writers Program I Honors,11,90.15,English
STU859,English II Honors,10,91.79,English
STU86,English Language and Composition AP,11,89.4,English
STU87,English Literature and Composition AP,12,90.77,English
STU89,English Language and Composition AP,11,88.52,English
STU9,English Literature and Composition AP,12,92.18,English
STU90,English Literature and Composition AP,12,90.88,English
STU91,English Language and Composition AP,11,90.98,English
STU92,English Literature and Composition AP,12,89.82,English
STU93,English Language and Composition AP,11,92.11,English
STU94,English I Honors,9,92.73,English
STU95,English Language and Composition AP,11,89.24,English
STU96,English Language and Composition AP,10,91.72,English
STU97,English Literature and Composition AP,12,92.58,English
STU98,English Literature and Composition AP,11,91.73,English
STU99,English Literature and Composition AP,11,88.82,English
