StudentID,Course,Grade,Section_Grade
STU7,English Language and Composition AP,10,92.52
STU7,Spanish Language and Culture AP (for Heritage Speakers),10,92.12
STU7,Pre-Calculus Honors,10,86.52
STU7,Computer Science A AP,10,91.1
STU7,Biology Honors,10,94.53
STU7,United States History AP,10,97.71
STU575,English Language and Composition AP,10,91.52
STU575,French III,10,89.89
STU575,Geometry,10,93.88
STU575,Biology Honors,10,93.38
STU575,United States History AP,10,89.58
STU575,International Relations Honors,10,96.28
STU772,English Language and Composition AP,10,97.62
STU772,Spanish III Honors,10,94.91
STU772,Calculus AB AP,10,91.25
STU772,Biology Honors,10,96.94
STU772,Anatomy and Physiology Honors,10,96.53
STU772,United States History AP,10,93.36
STU772,Social Entrepreneurship I Honors,10,99.82
STU443,English II Honors,10,97.32
STU443,Spanish III,10,96.74
STU443,Pre-Calculus Honors,10,95.1
STU443,Biology Honors,10,89.7
STU443,United States History AP,10,89.83
STU247,English Language and Composition AP,10,93.72
STU247,Latin II Honors,10,95.23
STU247,Pre-Calculus Honors,10,86.23
STU247,Computer Science A AP,10,92.01
STU247,Biology Honors,10,90.76
STU247,United States History AP,10,86.36
STU113,English Language and Composition AP,10,94.9
STU113,Latin II Honors,10,99.07
STU113,Geometry Honors,10,96.55
STU113,Computer Science A AP,10,92.62
STU113,Biology Honors,10,93.15
STU113,United States History AP,10,93.47
STU33,English II Honors,10,93.65
STU33,Spanish III Honors,10,95.11
STU33,Pre-Calculus Honors,10,86.06
STU33,Computer Science A AP,10,89.75
STU33,Biology Honors,10,92.5
STU33,United States History AP,10,90.93
STU33,International Relations Honors,10,94.19
STU803,English Language and Composition AP,10,93.33
STU803,Talented Writers Program I Honors,10,89.79
STU803,Latin II Honors,10,91.4
STU803,Biology Honors,10,79.78
STU803,United States History AP,10,89.32
STU803,International Relations Honors,10,96.28
STU677,English Language and Composition AP,10,95.12
STU677,Chinese III Honors,10,93.21
STU677,Geometry Honors,10,95.08
STU677,Biology Honors,10,93.81
STU677,United States History AP,10,92.48
STU677,Psychology AP,10,93.65
STU269,English II Honors,10,84.58
STU269,Spanish III Honors,10,87.41
STU269,Geometry,10,87.56
STU269,Biology Honors,10,78.7
STU269,United States History AP,10,81.19
STU269,International Relations Honors,10,92.09
STU638,English Language and Composition AP,10,93.33
STU638,Chinese III Honors,10,97.1
STU638,Geometry Honors,10,91.08
STU638,Biology Honors,10,90.69
STU638,United States History AP,10,87.54
STU638,Psychology AP,10,93.22
STU638,Social Entrepreneurship I Honors,10,98.38
STU552,English Language and Composition AP,10,96.82
STU552,French III Honors,10,96.66
STU552,Calculus AB AP,10,97.37
STU552,Chemistry AP,10,97.97
STU552,Science Research I Honors,10,95
STU552,United States History AP,10,97.88
STU238,English II Honors,10,87.6
STU238,Spanish III,10,93.1
STU238,Geometry,10,79.6
STU238,Biology,10,93.17
STU238,United States History Honors,10,86.45
STU765,English Language and Composition AP,10,93.94
STU765,Spanish Language and Culture AP (for Heritage Speakers),10,92.6
STU765,Geometry Honors,10,89.52
STU765,Computer Science Principles AP,10,94.9
STU765,Biology Honors,10,91.28
STU765,United States History AP,10,88.05
STU265,English II Honors,10,93.57
STU265,Chinese III,10,76.3
STU265,Geometry,10,82.27
STU265,Biology,10,92.41
STU265,United States History Honors,10,80.81
STU611,English II Honors,10,88.46
STU611,Spanish III,10,90.15
STU611,Pre-Calculus,10,90.82
STU611,Computer Science A AP,10,85.15
STU611,Biology Honors,10,87.65
STU611,United States History Honors,10,93.29
STU250,English Language and Composition AP,10,92.52
STU250,Spanish III Honors,10,91.6
STU250,Pre-Calculus Honors,10,83.78
STU250,Biology Honors,10,86.57
STU250,United States History AP,10,88.22
STU250,International Relations Honors,10,97.21
STU750,English II Honors,10,90.82
STU750,Chinese III,10,85.52
STU750,Geometry,10,86.83
STU750,Biology,10,91.13
STU750,United States History AP,10,82.46
STU750,International Relations Honors,10,93.26
STU285,English Language and Composition AP,10,89.09
STU285,Spanish III Honors,10,94.41
STU285,Pre-Calculus Honors,10,80.17
STU285,Biology Honors,10,92.65
STU285,United States History AP,10,96.86
STU285,Government and Politics: United States AP,10,91.33
STU584,English II Honors,10,88.14
STU584,Latin II Honors,10,87.58
STU584,Geometry,10,86.78
STU584,Biology,10,96.13
STU584,United States History Honors,10,90.95
STU584,Constitutional Law Honors,10,97.07
STU234,English II Honors,10,89.92
STU234,Fundamentals of Music Theory,10,99.73
STU234,Latin II Honors,10,95.13
STU234,Geometry,10,90.11
STU234,Biology,10,83.78
STU234,United States History Honors,10,92.16
STU245,English II Honors,10,90.16
STU245,Spanish III Honors,10,85.63
STU245,Geometry,10,87.02
STU245,Computer Science Principles AP,10,78.89
STU245,Biology,10,91.55
STU245,United States History AP,10,83.56
STU649,English Language and Composition AP,10,93.03
STU649,Spanish III Honors,10,97.52
STU649,Calculus AB AP,10,97
STU649,Computer Science A AP,10,95.74
STU649,Biology Honors,10,96.62
STU649,United States History AP,10,97.69
STU616,English Language and Composition AP,10,94.04
STU616,Spanish III Honors,10,86.35
STU616,Geometry Honors,10,91.6
STU616,Biology Honors,10,90.78
STU616,United States History AP,10,89.66
STU616,International Relations Honors,10,97.44
STU266,English II Honors,10,86.47
STU266,Spanish III Honors,10,84.71
STU266,Geometry,10,89.83
STU266,Biology Honors,10,88.23
STU266,Marine Science Honors,10,97.31
STU266,United States History AP,10,85.77
STU424,English Language and Composition AP,10,94.13
STU424,French III Honors,10,93.51
STU424,Geometry Honors,10,94.45
STU424,Biology Honors,10,91.87
STU424,United States History AP,10,89.07
STU424,Psychology AP,10,96.35
STU846,English Language and Composition AP,10,92.71
STU846,Talented Writers Program I Honors,10,95.15
STU846,French III Honors,10,85.94
STU846,Algebra II Honors,10,87.41
STU846,Chemistry,10,95.03
STU846,United States History Honors,10,95.9
STU65,English II Honors,10,89.34
STU65,Spanish III,10,92.59
STU65,Geometry Honors,10,82
STU65,Biology,10,91.92
STU65,International Relations Honors,10,95.12
STU386,English Language and Composition AP,10,92.1
STU386,Spanish Language and Culture AP (for Heritage Speakers),10,94.12
STU386,Geometry Honors,10,81
STU386,Biology Honors,10,81.69
STU386,United States History AP,10,80.6
STU386,International Relations Honors,10,93.49
STU381,English II Honors,10,81.64
STU381,Spanish III,10,94.3
STU381,Geometry,10,80.86
STU381,Biology,10,74.08
STU381,United States History Honors,10,81.59
STU148,English II Honors,10,88.32
STU148,Spanish III Honors,10,84.76
STU148,Geometry,10,85.86
STU148,Computer Science Principles AP,10,81.55
STU148,Biology,10,89.26
STU148,United States History Honors,10,90.37
STU78,English Language and Composition AP,10,89.38
STU78,French III Honors,10,92.18
STU78,Geometry,10,91.91
STU78,Biology,10,89.15
STU78,United States History AP,10,81.45
STU163,English Language and Composition AP,10,89.55
STU163,Talented Writers Program I Honors,10,91.25
STU163,Chinese III Honors,10,90.31
STU163,Pre-Calculus Honors,10,86.05
STU163,Biology Honors,10,85.45
STU163,United States History Honors,10,91.19
STU267,English Language and Composition AP,10,92.3
STU267,Chinese III Honors,10,97.23
STU267,Pre-Calculus Honors,10,90.88
STU267,Computer Science A AP,10,92.15
STU267,Biology Honors,10,92.83
STU267,United States History AP,10,89.57
STU267,Social Entrepreneurship I Honors,10,94.59
STU574,English Language and Composition AP,10,97.96
STU574,French III Honors,10,94.01
STU574,Geometry Honors,10,95.37
STU574,Biology Honors,10,97.43
STU574,United States History AP,10,97.01
STU574,Psychology AP,10,96.35
STU166,English Language and Composition AP,10,89.58
STU166,Spanish II,10,92.64
STU166,Geometry Honors,10,85.08
STU166,Biology Honors,10,87.09
STU166,United States History AP,10,91.03
STU166,International Relations Honors,10,93.95
STU480,English Language and Composition AP,10,94.29
STU480,Spanish III Honors,10,89.33
STU480,Geometry,10,89.93
STU480,Biology,10,96.93
STU480,United States History AP,10,86.69
STU624,English Language and Composition AP,10,89.57
STU624,Chinese IV Honors,10,97.07
STU624,Pre-Calculus Honors,10,85.81
STU624,Computer Science A AP,10,89.08
STU624,Biology Honors,10,92.94
STU624,Anatomy and Physiology Honors,10,93.8
STU624,United States History AP,10,87.69
STU316,English II Honors,10,84.54
STU316,Spanish III,10,86.6
STU316,Geometry,10,84.57
STU316,Biology,10,89.54
STU316,United States History Honors,10,85.53
STU326,English II Honors,10,95.43
STU326,French III Honors,10,85.56
STU326,Geometry,10,83.27
STU326,Biology,10,92.52
STU326,United States History Honors,10,89.71
STU326,Constitutional Law Honors,10,99.73
STU286,English Language and Composition AP,10,95.16
STU286,Spanish Language and Culture AP (for Heritage Speakers),10,95.17
STU286,Pre-Calculus Honors,10,92.8
STU286,Biology Honors,10,97.03
STU286,Science Research I Honors,10,95
STU286,United States History AP,10,92.71
STU286,Government and Politics: United States AP,10,95.93
STU262,English II Honors,10,94.94
STU262,Spanish III Honors,10,95.6
STU262,Geometry Honors,10,87.41
STU262,Computer Science Principles AP,10,95.95
STU262,Biology Honors,10,90.24
STU262,United States History AP,10,93.73
STU426,English Language and Composition AP,10,93.33
STU426,Spanish Language and Culture AP (for Heritage Speakers),10,95.75
STU426,Pre-Calculus Honors,10,85.68
STU426,Data Structures Post-AP,10,92.35
STU426,Biology Honors,10,88.9
STU426,United States History AP,10,87.03
STU426,Social Entrepreneurship I Honors,10,97.21
STU510,English Language and Composition AP,10,90.73
STU510,Spanish II Honors,10,94.11
STU510,Chinese III Honors,10,97.14
STU510,Calculus AB AP,10,91.6
STU510,Computer Science Principles AP,10,98.35
STU510,Biology Honors,10,93.31
STU510,United States History AP,10,89.81
STU794,English Language and Composition AP,10,90.81
STU794,Spanish III,10,96.51
STU794,Geometry Honors,10,96.7
STU794,Computer Science A AP,10,90.82
STU794,Biology Honors,10,89.63
STU794,United States History AP,10,83.68
STU309,English Language and Composition AP,10,89.95
STU309,Spanish III Honors,10,94.01
STU309,Geometry,10,94.33
STU309,Biology Honors,10,82.75
STU309,United States History AP,10,95.47
STU657,English II Honors,10,95.22
STU657,Chinese III,10,94.78
STU657,Geometry,10,92.33
STU657,Biology,10,95.85
STU657,United States History Honors,10,92.36
STU657,Constitutional Law Honors,10,98.8
STU729,English II Honors,10,91.58
STU729,Spanish III Honors,10,92.03
STU729,Pre-Calculus,10,94.07
STU729,Computer Science Principles AP,10,91.92
STU729,Biology Honors,10,85.77
STU729,United States History AP,10,84.1
STU393,English Language and Composition AP,10,88.52
STU393,Spanish Language and Culture AP (for Heritage Speakers),10,97.82
STU393,Geometry Honors,10,85.53
STU393,Computer Science Principles AP,10,90.44
STU393,Biology Honors,10,93.58
STU393,United States History AP,10,94.49
STU655,English II Honors,10,92.51
STU655,Spanish III Honors,10,90.16
STU655,Geometry Honors,10,86.96
STU655,Computer Science Principles AP,10,92.89
STU655,Biology Honors,10,83.84
STU655,United States History AP,10,80.59
STU656,English Language and Composition AP,10,91.09
STU656,Spanish III Honors,10,86.81
STU656,Geometry,10,87.6
STU656,Biology,10,90.93
STU656,United States History AP,10,80.25
STU572,English II Honors,10,86.96
STU572,Spanish Language and Culture AP (for Heritage Speakers),10,90.13
STU572,Geometry,10,89.76
STU572,Computer Science A AP,10,78.79
STU572,Biology,10,89.51
STU572,United States History Honors,10,90.95
STU857,English II Honors,10,97.17
STU857,Spanish III Honors,10,87.19
STU857,Algebra II,10,86.14
STU857,Chemistry Honors,10,82.53
STU857,United States History Honors,10,92.75
STU857,Human Geography AP,10,89.54
STU734,English Language and Composition AP,10,92.64
STU734,Spanish Language and Culture AP (for Heritage Speakers),10,95.79
STU734,Pre-Calculus,10,95.84
STU734,Biology Honors,10,89.64
STU734,United States History AP,10,92.14
STU555,English Language and Composition AP,10,89.15
STU555,Spanish Language and Culture AP (for Heritage Speakers),10,97.1
STU555,Geometry Honors,10,94.62
STU555,Computer Science Principles AP,10,96.25
STU555,Biology Honors,10,92.7
STU555,United States History AP,10,90.34
STU452,English Language and Composition AP,10,98.22
STU452,Latin II Honors,10,100.43
STU452,Calculus AB AP,10,95.95
STU452,Biology Honors,10,97.97
STU452,Environmental Science AP,10,96.93
STU452,Science Research I Honors,10,95
STU452,United States History AP,10,100.76
STU581,English Language and Composition AP,10,89.39
STU581,Latin II Honors,10,97.6
STU581,Geometry,10,92.35
STU581,Biology,10,90.85
STU581,United States History AP,10,87.03
STU833,English II Honors,10,93
STU833,Spanish II,10,82.74
STU833,Geometry,10,79.92
STU833,Biology,10,85.54
STU833,United States History Honors,10,92.89
STU833,Constitutional Law Honors,10,94.51
STU809,English Language and Composition AP,10,90.9
STU809,Spanish Language and Culture AP (for Heritage Speakers),10,93.83
STU809,Calculus AB AP,10,93.34
STU809,Computer Science A AP,10,95.82
STU809,Biology Honors,10,95.11
STU809,United States History AP,10,90.59
STU317,English Language and Composition AP,10,89.4
STU317,Spanish IV Honors,10,97.61
STU317,Pre-Calculus Honors,10,86.94
STU317,Computer Science Principles AP,10,96.75
STU317,Biology Honors,10,90.33
STU317,United States History AP,10,89.24
STU317,Social Entrepreneurship I Honors,10,96.22
STU825,English Language and Composition AP,10,93.33
STU825,French III Honors,10,89.28
STU825,Pre-Calculus,10,90.16
STU825,Biology,10,96.57
STU825,United States History AP,10,87.71
STU825,Social Entrepreneurship I Honors,10,95.5
STU780,English II Honors,10,84.06
STU780,Latin II Honors,10,83.08
STU780,Pre-Calculus,10,88.38
STU780,Computer Science Principles AP,10,92.89
STU780,Biology Honors,10,79.15
STU780,United States History Honors,10,85.96
STU607,English Language and Composition AP,10,90.08
STU607,French III Honors,10,91.42
STU607,Geometry Honors,10,91.31
STU607,Biology Honors,10,89.59
STU607,United States History AP,10,88.31
STU607,Social Entrepreneurship I Honors,10,99.05
STU396,English II Honors,10,92.26
STU396,Chinese III Honors,10,84.24
STU396,Geometry,10,83.63
STU396,Biology,10,87.16
STU396,United States History Honors,10,87.28
STU396,International Relations Honors,10,89.53
STU663,English Language and Composition AP,10,94.36
STU663,Spanish III Honors,10,96.18
STU663,Calculus AB AP,10,96.1
STU663,Computer Science A AP,10,97.36
STU663,Biology Honors,10,94.77
STU663,United States History AP,10,97.35
STU663,Psychology AP,10,96.5
STU755,English Language and Composition AP,10,92.58
STU755,Chinese III,10,91.2
STU755,Pre-Calculus Honors,10,84.59
STU755,Computer Science Principles AP,10,94.01
STU755,Biology Honors,10,88.13
STU755,United States History AP,10,89.83
STU712,English Language and Composition AP,10,91.36
STU712,Chinese III Honors,10,90.22
STU712,Calculus AB AP,10,89.96
STU712,Computer Science A AP,10,88.88
STU712,Biology Honors,10,93.66
STU712,United States History AP,10,87.54
STU712,Social Entrepreneurship I Honors,10,96.17
STU108,English II Honors,10,90.86
STU108,Spanish III Honors,10,95.28
STU108,Pre-Calculus Honors,10,97.97
STU108,Computer Science Principles AP,10,98.11
STU108,Biology Honors,10,86.54
STU108,United States History AP,10,82.88
STU108,Constitutional Law Honors,10,97.6
STU273,English Language and Composition AP,10,93.29
STU273,Spanish III Honors,10,93.71
STU273,Geometry,10,96.56
STU273,Biology Honors,10,90.73
STU273,United States History AP,10,95.42
STU273,International Relations Honors,10,96.74
STU307,English Language and Composition AP,10,93.57
STU307,Spanish III Honors,10,96.02
STU307,Pre-Calculus Honors,10,97.09
STU307,Computer Science A AP,10,95.23
STU307,Biology Honors,10,93.34
STU307,United States History AP,10,96.69
STU61,English Language and Composition AP,10,92.73
STU61,Latin II Honors,10,94.98
STU61,Geometry Honors,10,89.54
STU61,Biology Honors,10,89.61
STU61,United States History AP,10,90.94
STU61,Holocaust History Honors,10,97.43
STU662,English II Honors,10,87.64
STU662,Spanish III Honors,10,93.39
STU662,Geometry,10,93.67
STU662,Biology,10,91.69
STU662,United States History Honors,10,90.95
STU662,Holocaust History Honors,10,98.62
STU398,English II Honors,10,91.3
STU398,Spanish III Honors,10,93.31
STU398,Pre-Calculus,10,93.69
STU398,Computer Science Principles AP,10,95.71
STU398,Biology Honors,10,89.58
STU398,United States History AP,10,91.5
STU281,English Language and Composition AP,10,93.21
STU281,Spanish IV Honors,10,99.01
STU281,Pre-Calculus Honors,10,93.28
STU281,Computer Science Principles AP,10,93.91
STU281,Biology Honors,10,91.43
STU281,Science Research I Honors,10,95
STU281,United States History AP,10,92.56
STU591,English Language and Composition AP,10,97.66
STU591,Spanish IV Honors,10,98.95
STU591,Geometry Honors,10,95.64
STU591,Biology Honors,10,96.44
STU591,United States History AP,10,98.56
STU591,Psychology AP,10,98.49
STU119,English Language and Composition AP,10,94.26
STU119,Latin II Honors,10,98.88
STU119,Calculus AB AP,10,90.4
STU119,Computer Science Principles AP,10,96.34
STU119,Biology Honors,10,90.83
STU119,Anatomy and Physiology Honors,10,92.87
STU119,United States History AP,10,86.95
STU778,English Language and Composition AP,10,90.15
STU778,Talented Writers Program I Honors,10,90.79
STU778,Spanish III,10,95.33
STU778,Geometry Honors,10,90.77
STU778,Computer Science Principles AP,10,94.63
STU778,Biology Honors,10,89.66
STU778,United States History AP,10,92.71
STU634,English Language and Composition AP,10,97.27
STU634,Talented Writers Program I Honors,10,94.84
STU634,Spanish III Honors,10,97.85
STU634,Calculus AB AP,10,97.3
STU634,Chemistry AP,10,97.97
STU634,United States History AP,10,96.92
STU296,English II Honors,10,92.03
STU296,Spanish III,10,98.01
STU296,Geometry Honors,10,92.72
STU296,Biology Honors,10,84.64
STU296,United States History Honors,10,93.8
STU296,Constitutional Law Honors,10,99.04
STU660,English II Honors,10,90.53
STU660,Chinese III Honors,10,83.08
STU660,Geometry,10,82.81
STU660,Computer Science Principles AP,10,85.88
STU660,Biology,10,87.02
STU660,United States History AP,10,86.61
STU184,English Language and Composition AP,10,93.03
STU184,Spanish III Honors,10,97.34
STU184,Calculus AB AP,10,98.39
STU184,Biology Honors,10,96.53
STU184,Science Research I Honors,10,95
STU184,United States History AP,10,96.27
STU184,Psychology AP,10,93.13
STU159,English II Honors,10,91.02
STU159,Spanish III,10,94.3
STU159,Geometry Honors,10,80.05
STU159,Biology Honors,10,86.98
STU159,Marine Science Honors,10,95.77
STU159,United States History Honors,10,91.07
STU304,English II Honors,10,91.65
STU304,Music Theory AP,10,90.9
STU304,Spanish III Honors,10,85.33
STU304,Geometry,10,89.16
STU304,Biology,10,88.45
STU304,United States History Honors,10,89.17
STU356,English Language and Composition AP,10,86.92
STU356,French III Honors,10,87.64
STU356,Geometry Honors,10,95.51
STU356,Biology Honors,10,91
STU356,United States History AP,10,89.58
STU356,Psychology AP,10,93.11
STU831,English Language and Composition AP,10,94.85
STU831,Spanish III Honors,10,87.27
STU831,Algebra II Honors,10,91.17
STU831,Computer Science Principles AP,10,93.76
STU831,Chemistry Honors,10,91.11
STU831,United States History AP,10,85.5
STU456,English II Honors,10,89.71
STU456,Spanish Language and Culture AP (for Heritage Speakers),10,93.81
STU456,Pre-Calculus Honors,10,83.34
STU456,Computer Science Principles AP,10,95.53
STU456,Biology Honors,10,89.54
STU456,Anatomy and Physiology Honors,10,89.98
STU456,United States History AP,10,82.71
STU573,English Language and Composition AP,10,94.24
STU573,French III Honors,10,90.16
STU573,Geometry Honors,10,84.39
STU573,Biology Honors,10,88
STU573,United States History AP,10,90.68
STU573,Psychology AP,10,89.56
STU457,English II Honors,10,92.47
STU457,Spanish III Honors,10,87.74
STU457,Geometry,10,91.25
STU457,Biology,10,96.51
STU457,United States History AP,10,90.42
STU382,English Language and Composition AP,10,92.8
STU382,Talented Writers Program I Honors,10,92.04
STU382,Spanish IV Honors,10,98.15
STU382,Pre-Calculus Honors,10,93.35
STU382,Computer Science A AP,10,93.76
STU382,Biology Honors,10,94.06
STU382,United States History AP,10,94.96
STU462,English II Honors,10,88.8
STU462,Spanish III Honors,10,90.66
STU462,Geometry Honors,10,82.62
STU462,Biology Honors,10,84.69
STU462,United States History AP,10,83.22
STU590,English II Honors,10,86.23
STU590,Latin II Honors,10,92.7
STU590,Geometry,10,92.09
STU590,Computer Science Principles AP,10,85.99
STU590,Biology,10,91.67
STU590,United States History AP,10,87.03
STU341,English II Honors,10,95.62
STU341,French III Honors,10,84.74
STU341,Geometry,10,92.63
STU341,Biology Honors,10,84.22
STU341,United States History Honors,10,91.54
STU501,English II Honors,10,89.37
STU501,Spanish III Honors,10,89.84
STU501,Geometry Honors,10,83.85
STU501,Biology,10,91.54
STU501,United States History AP,10,84.24
STU593,English Language and Composition AP,10,93.03
STU593,Latin II Honors,10,98.82
STU593,Calculus AB AP,10,94.02
STU593,Computer Science A AP,10,94.87
STU593,Biology Honors,10,93.03
STU593,United States History AP,10,95
STU106,English II Honors,10,85.08
STU106,Latin II Honors,10,91.25
STU106,Geometry,10,81.7
STU106,Computer Science Principles AP,10,81.97
STU106,Biology,10,86.12
STU106,United States History Honors,10,89.27
STU283,English II Honors,10,89.37
STU283,Spanish III Honors,10,85.73
STU283,Geometry Honors,10,79.72
STU283,Computer Science Principles AP,10,96.18
STU283,Biology Honors,10,87.77
STU283,United States History AP,10,78.9
STU333,English II Honors,10,94.16
STU333,Spanish III,10,82.84
STU333,Pre-Calculus,10,91.98
STU333,Computer Science Principles AP,10,90.32
STU333,Biology,10,92.05
STU333,United States History Honors,10,89.15
STU706,English Language and Composition AP,10,97.84
STU706,Spanish III Honors,10,94.27
STU706,Pre-Calculus Honors,10,91.35
STU706,Biology Honors,10,94.79
STU706,United States History AP,10,93.08
STU706,Psychology AP,10,93.38
STU706,Social Entrepreneurship I Honors,10,99.37
STU514,English II Honors,10,85.02
STU514,Spanish II,10,92.68
STU514,Geometry,10,88.83
STU514,Computer Science Principles AP,10,84.69
STU514,Biology,10,88.29
STU514,United States History Honors,10,85.49
STU115,English Language and Composition AP,10,95.15
STU115,Spanish III Honors,10,94.8
STU115,Geometry Honors,10,95.32
STU115,Biology Honors,10,93.26
STU115,United States History AP,10,92.71
STU115,Constitutional Law Honors,10,99.82
STU608,English Language and Composition AP,10,101.63
STU608,French III Honors,10,90.1
STU608,Pre-Calculus Honors,10,93.73
STU608,Chemistry AP,10,97.95
STU608,Science Research I Honors,10,95
STU608,United States History AP,10,98.97
STU608,Psychology AP,10,97.35
STU493,English Language and Composition AP,10,84.63
STU493,Spanish Language and Culture AP (for Heritage Speakers),10,90.23
STU493,Geometry,10,92.46
STU493,Biology Honors,10,81.14
STU493,United States History AP,10,86.5
STU630,English Language and Composition AP,10,85.12
STU630,Chinese III Honors,10,90.02
STU630,Pre-Calculus Honors,10,77.51
STU630,Biology Honors,10,89.76
STU630,Astronomy Honors,10,91.64
STU630,United States History AP,10,81.78
STU808,English Language and Composition AP,10,92.68
STU808,Spanish Language and Culture AP (for Heritage Speakers),10,90.44
STU808,Calculus AB AP,10,92.8
STU808,Biology Honors,10,95.01
STU808,United States History AP,10,92.88
STU808,Government and Politics: United States AP,10,91.24
STU830,English Language and Composition AP,10,93.87
STU830,Spanish III Honors,10,91.03
STU830,Pre-Calculus Honors,10,96.09
STU830,Computer Science A AP,10,98.23
STU830,Biology Honors,10,96.72
STU830,United States History AP,10,88.81
STU830,Psychology AP,10,93.38
STU519,English Language and Composition AP,10,95.45
STU519,Chinese III Honors,10,97.1
STU519,Pre-Calculus Honors,10,93.15
STU519,Biology Honors,10,96.97
STU519,United States History AP,10,92.65
STU519,Psychology AP,10,96.06
STU243,English Language and Composition AP,10,92.52
STU243,Spanish III Honors,10,91.04
STU243,Geometry Honors,10,94.64
STU243,Computer Science Principles AP,10,94.75
STU243,Biology Honors,10,93.37
STU243,United States History AP,10,90.77
STU389,English Language and Composition AP,10,89.58
STU389,Spanish Language and Culture AP (for Heritage Speakers),10,94.76
STU389,Geometry Honors,10,87.79
STU389,Computer Science A AP,10,85.27
STU389,Biology Honors,10,84.99
STU389,United States History AP,10,91.79
STU389,International Relations Honors,10,90.93
STU241,English II Honors,10,91.99
STU241,Spanish III Honors,10,92.03
STU241,Geometry Honors,10,87.85
STU241,Biology Honors,10,83.64
STU675,English Language and Composition AP,10,90.14
STU675,French III,10,84.52
STU675,Geometry Honors,10,84.05
STU675,Biology,10,93.06
STU675,United States History AP,10,90.59
STU680,English Language and Composition AP,10,91.52
STU680,Chinese III Honors,10,90.11
STU680,Calculus AB AP,10,92.99
STU680,Biology Honors,10,96.7
STU680,United States History AP,10,95.25
STU680,Psychology AP,10,95.11
STU822,English Language and Composition AP,10,97.42
STU822,Spanish III Honors,10,97.96
STU822,Calculus AB AP,10,95.65
STU822,Biology Honors,10,96.51
STU822,Anatomy and Physiology Honors,10,98.76
STU822,United States History AP,10,98.98
STU822,Psychology AP,10,97.3
STU306,English II Honors,10,87.57
STU306,Spanish Language and Culture AP (for Heritage Speakers),10,86.88
STU306,Geometry,10,85.79
STU306,Biology Honors,10,82.55
STU306,United States History AP,10,85.51
STU306,International Relations Honors,10,90.23
STU641,English II Honors,10,91.55
STU641,Spanish III Honors,10,93.04
STU641,Geometry Honors,10,91.31
STU641,Biology Honors,10,89.74
STU641,United States History AP,10,85.59
STU641,Holocaust History Honors,10,96.61
STU821,English Language and Composition AP,10,95.76
STU821,Spanish III Honors,10,98.77
STU821,Calculus AB AP,10,97.75
STU821,Chemistry AP,10,98.04
STU821,Science Research I Honors,10,95
STU821,Anatomy and Physiology Honors,10,99.87
STU821,United States History AP,10,100.6
STU455,English Language and Composition AP,10,92.57
STU455,Spanish Language and Culture AP (for Heritage Speakers),10,97.46
STU455,Pre-Calculus Honors,10,94.03
STU455,Computer Science Principles AP,10,99.13
STU455,Biology Honors,10,97.14
STU455,United States History AP,10,92.54
STU455,Government and Politics: United States AP,10,93.91
STU785,English Language and Composition AP,10,93.01
STU785,Latin II Honors,10,97.1
STU785,Pre-Calculus Honors,10,87.75
STU785,Computer Science Principles AP,10,94.62
STU785,Biology Honors,10,94.06
STU785,United States History AP,10,92.12
STU538,English Language and Composition AP,10,96.5
STU538,Spanish III Honors,10,97.08
STU538,Calculus AB AP,10,98.12
STU538,Chemistry AP,10,100.27
STU538,Science Research I Honors,10,95
STU538,Anatomy and Physiology Honors,10,99.42
STU538,United States History AP,10,98.39
STU264,English Language and Composition AP,10,94.55
STU264,Latin II Honors,10,99.53
STU264,Geometry Honors,10,92.57
STU264,Computer Science Principles AP,10,94.9
STU264,Biology Honors,10,93.38
STU264,United States History AP,10,90.08
STU615,English II Honors,10,95.17
STU615,Latin II Honors,10,95.98
STU615,Geometry Honors,10,93.12
STU615,Computer Science A AP,10,88.74
STU615,Biology Honors,10,89.72
STU615,United States History AP,10,92.46
STU615,Psychology AP,10,90.23
STU805,English Language and Composition AP,10,89.48
STU805,Spanish III Honors,10,83.81
STU805,Pre-Calculus Honors,10,78.05
STU805,Biology Honors,10,81.79
STU805,United States History AP,10,89.66
STU805,Psychology AP,10,87.53
STU819,English Language and Composition AP,10,95.45
STU819,Spanish III Honors,10,96.12
STU819,Pre-Calculus Honors,10,97.82
STU819,Computer Science Principles AP,10,99.53
STU819,Chemistry AP,10,99.32
STU819,Science Research I Honors,10,95
STU819,United States History AP,10,99.74
STU811,English Language and Composition AP,10,83.95
STU811,Spanish I,10,94.9
STU811,Algebra II Honors,10,87.42
STU811,Computer Science Principles AP,10,92.2
STU811,Chemistry Honors,10,90.12
STU811,United States History Honors,10,91.73
STU135,English II Honors,10,85.27
STU135,Chinese III,10,90.43
STU135,Geometry,10,87.11
STU135,Biology,10,90.99
STU135,United States History Honors,10,89.91
STU801,English Language and Composition AP,10,99.23
STU801,Spanish II,10,99.61
STU801,Pre-Calculus Honors,10,91.15
STU801,Biology Honors,10,97.7
STU801,United States History AP,10,95.64
STU136,English Language and Composition AP,10,92.88
STU136,Spanish III Honors,10,93.89
STU136,Pre-Calculus Honors,10,88.43
STU136,Biology Honors,10,94.54
STU136,Anatomy and Physiology Honors,10,94.74
STU136,United States History AP,10,94.79
STU47,English Language and Composition AP,10,93.64
STU47,Music Theory AP,10,94.81
STU47,Spanish III Honors,10,90.21
STU47,Geometry Honors,10,81.05
