,StudentID,Course,Grade,Section_Grade,Course_Type
1400,STU419,English II Honors,10,93.11,English
1401,STU419,Spanish II,10,90.86,Foreign Language
1402,STU419,Geometry Honors,10,96.5,Math
1403,STU419,Computer Science Principles AP,10,96.25,Computer Science
1404,STU419,Biology Honors,10,91.77,Science
1405,STU419,United States History AP,10,94.07,Humanities
1406,STU311,English Language and Composition AP,10,96.23,English
1407,STU311,Spanish IV Honors,10,99.07,Foreign Language
1408,STU311,Calculus AB AP,10,98.2,Math
1409,STU311,Computer Science A AP,10,95.23,Computer Science
1410,STU311,Biology Honors,10,93.87,Science
1411,STU311,Science Research I Honors,10,95.0,unknown
1412,STU311,United States History AP,10,92.97,Humanities
1413,STU767,English II Honors,10,86.47,English
1414,STU767,French III,10,81.86,Foreign Language
1415,STU767,Geometry Honors,10,82.65,Math
1416,STU767,Computer Science Principles AP,10,93.01,Computer Science
1417,STU767,Biology Honors,10,86.82,Science
1418,STU767,United States History Honors,10,85.09,Humanities
1419,STU779,English Language and Composition AP,10,92.73,English
1420,STU779,Talented Writers Program I Honors,10,91.57,English
1421,STU779,Spanish III,10,93.95,Foreign Language
1422,STU779,Pre-Calculus,10,94.04,Math
1423,STU779,Biology Honors,10,85.86,Science
1424,STU779,United States History AP,10,87.88,Humanities
1425,STU539,English II Honors,10,88.19,English
1426,STU539,Latin II Honors,10,91.53,Foreign Language
1427,STU539,Geometry,10,88.12,Math
1428,STU539,Biology,10,94.14,Science
1429,STU539,United States History Honors,10,93.76,Humanities
1430,STU610,English Language and Composition AP,10,90.3,English
1431,STU610,Latin II Honors,10,97.08,Foreign Language
1432,STU610,Pre-Calculus,10,89.63,Math
1433,STU610,Biology,10,94.25,Science
1434,STU610,United States History AP,10,83.33,Humanities
1435,STU43,English Language and Composition AP,10,94.35,English
1436,STU43,Latin II Honors,10,100.23,Foreign Language
1437,STU43,Pre-Calculus Honors,10,93.65,Math
1438,STU43,Biology Honors,10,91.85,Science
1439,STU43,United States History AP,10,93.85,Humanities
1440,STU43,Social Entrepreneurship I Honors,10,96.89,Entrepreneurship
1441,STU792,English II Honors,10,90.35,English
1442,STU792,Spanish Language and Culture AP (for Heritage Speakers),10,88.7,Foreign Language
1443,STU792,Geometry,10,88.21,Math
1444,STU792,Computer Science Principles AP,10,93.04,Computer Science
1445,STU792,Biology Honors,10,86.96,Science
1446,STU792,United States History AP,10,84.36,Humanities
1447,STU824,English Language and Composition AP,10,96.82,English
1448,STU824,French III Honors,10,92.12,Foreign Language
1449,STU824,Geometry Honors,10,97.53,Math
1450,STU824,Biology Honors,10,96.93,Science
1451,STU824,Anatomy and Physiology Honors,10,97.91,Science
1452,STU824,United States History AP,10,98.29,Humanities
1453,STU824,Psychology AP,10,95.15,Psychology
1454,STU7,English Language and Composition AP,10,92.52,English
1455,STU7,Spanish Language and Culture AP (for Heritage Speakers),10,92.12,Foreign Language
1456,STU7,Pre-Calculus Honors,10,86.52,Math
1457,STU7,Computer Science A AP,10,91.1,Computer Science
1458,STU7,Biology Honors,10,94.53,Science
1459,STU7,United States History AP,10,97.71,Humanities
1460,STU575,English Language and Composition AP,10,91.52,English
1461,STU575,French III,10,89.89,Foreign Language
1462,STU575,Geometry,10,93.88,Math
1463,STU575,Biology Honors,10,93.38,Science
1464,STU575,United States History AP,10,89.58,Humanities
1465,STU575,International Relations Honors,10,96.28,Law and Politics
1466,STU772,English Language and Composition AP,10,97.62,English
1467,STU772,Spanish III Honors,10,94.91,Foreign Language
1468,STU772,Calculus AB AP,10,91.25,Math
1469,STU772,Biology Honors,10,96.94,Science
1470,STU772,Anatomy and Physiology Honors,10,96.53,Science
1471,STU772,United States History AP,10,93.36,Humanities
1472,STU772,Social Entrepreneurship I Honors,10,99.82,Entrepreneurship
1473,STU443,English II Honors,10,97.32,English
1474,STU443,Spanish III,10,96.74,Foreign Language
1475,STU443,Pre-Calculus Honors,10,95.1,Math
1476,STU443,Biology Honors,10,89.7,Science
1477,STU443,United States History AP,10,89.83,Humanities
1478,STU247,English Language and Composition AP,10,93.72,English
1479,STU247,Latin II Honors,10,95.23,Foreign Language
1480,STU247,Pre-Calculus Honors,10,86.23,Math
1481,STU247,Computer Science A AP,10,92.01,Computer Science
1482,STU247,Biology Honors,10,90.76,Science
1483,STU247,United States History AP,10,86.36,Humanities
1484,STU113,English Language and Composition AP,10,94.9,English
1485,STU113,Latin II Honors,10,99.07,Foreign Language
1486,STU113,Geometry Honors,10,96.55,Math
1487,STU113,Computer Science A AP,10,92.62,Computer Science
1488,STU113,Biology Honors,10,93.15,Science
1489,STU113,United States History AP,10,93.47,Humanities
1490,STU33,English II Honors,10,93.65,English
1491,STU33,Spanish III Honors,10,95.11,Foreign Language
1492,STU33,Pre-Calculus Honors,10,86.06,Math
1493,STU33,Computer Science A AP,10,89.75,Computer Science
1494,STU33,Biology Honors,10,92.5,Science
1495,STU33,United States History AP,10,90.93,Humanities
1496,STU33,International Relations Honors,10,94.19,Law and Politics
1497,STU803,English Language and Composition AP,10,93.33,English
1498,STU803,Talented Writers Program I Honors,10,89.79,English
1499,STU803,Latin II Honors,10,91.4,Foreign Language
1500,STU803,Biology Honors,10,79.78,Science
1501,STU803,United States History AP,10,89.32,Humanities
1502,STU803,International Relations Honors,10,96.28,Law and Politics
1503,STU677,English Language and Composition AP,10,95.12,English
1504,STU677,Chinese III Honors,10,93.21,Foreign Language
1505,STU677,Geometry Honors,10,95.08,Math
1506,STU677,Biology Honors,10,93.81,Science
1507,STU677,United States History AP,10,92.48,Humanities
1508,STU677,Psychology AP,10,93.65,Psychology
1509,STU269,English II Honors,10,84.58,English
1510,STU269,Spanish III Honors,10,87.41,Foreign Language
1511,STU269,Geometry,10,87.56,Math
1512,STU269,Biology Honors,10,78.7,Science
1513,STU269,United States History AP,10,81.19,Humanities
1514,STU269,International Relations Honors,10,92.09,Law and Politics
1515,STU638,English Language and Composition AP,10,93.33,English
1516,STU638,Chinese III Honors,10,97.1,Foreign Language
1517,STU638,Geometry Honors,10,91.08,Math
1518,STU638,Biology Honors,10,90.69,Science
1519,STU638,United States History AP,10,87.54,Humanities
1520,STU638,Psychology AP,10,93.22,Psychology
1521,STU638,Social Entrepreneurship I Honors,10,98.38,Entrepreneurship
1522,STU552,English Language and Composition AP,10,96.82,English
1523,STU552,French III Honors,10,96.66,Foreign Language
1524,STU552,Calculus AB AP,10,97.37,Math
1525,STU552,Chemistry AP,10,97.97,Science
1526,STU552,Science Research I Honors,10,95.0,unknown
1527,STU552,United States History AP,10,97.88,Humanities
1528,STU238,English II Honors,10,87.6,English
1529,STU238,Spanish III,10,93.1,Foreign Language
1530,STU238,Geometry,10,79.6,Math
1531,STU238,Biology,10,93.17,Science
1532,STU238,United States History Honors,10,86.45,Humanities
1533,STU765,English Language and Composition AP,10,93.94,English
1534,STU765,Spanish Language and Culture AP (for Heritage Speakers),10,92.6,Foreign Language
1535,STU765,Geometry Honors,10,89.52,Math
1536,STU765,Computer Science Principles AP,10,94.9,Computer Science
1537,STU765,Biology Honors,10,91.28,Science
1538,STU765,United States History AP,10,88.05,Humanities
1539,STU265,English II Honors,10,93.57,English
1540,STU265,Chinese III,10,76.3,Foreign Language
1541,STU265,Geometry,10,82.27,Math
1542,STU265,Biology,10,92.41,Science
1543,STU265,United States History Honors,10,80.81,Humanities
1544,STU611,English II Honors,10,88.46,English
1545,STU611,Spanish III,10,90.15,Foreign Language
1546,STU611,Pre-Calculus,10,90.82,Math
1547,STU611,Computer Science A AP,10,85.15,Computer Science
1548,STU611,Biology Honors,10,87.65,Science
1549,STU611,United States History Honors,10,93.29,Humanities
1550,STU250,English Language and Composition AP,10,92.52,English
1551,STU250,Spanish III Honors,10,91.6,Foreign Language
1552,STU250,Pre-Calculus Honors,10,83.78,Math
1553,STU250,Biology Honors,10,86.57,Science
1554,STU250,United States History AP,10,88.22,Humanities
1555,STU250,International Relations Honors,10,97.21,Law and Politics
1556,STU750,English II Honors,10,90.82,English
1557,STU750,Chinese III,10,85.52,Foreign Language
1558,STU750,Geometry,10,86.83,Math
1559,STU750,Biology,10,91.13,Science
1560,STU750,United States History AP,10,82.46,Humanities
1561,STU750,International Relations Honors,10,93.26,Law and Politics
1562,STU285,English Language and Composition AP,10,89.09,English
1563,STU285,Spanish III Honors,10,94.41,Foreign Language
1564,STU285,Pre-Calculus Honors,10,80.17,Math
1565,STU285,Biology Honors,10,92.65,Science
1566,STU285,United States History AP,10,96.86,Humanities
1567,STU285,Government and Politics: United States AP,10,91.33,Humanities
1568,STU584,English II Honors,10,88.14,English
1569,STU584,Latin II Honors,10,87.58,Foreign Language
1570,STU584,Geometry,10,86.78,Math
1571,STU584,Biology,10,96.13,Science
1572,STU584,United States History Honors,10,90.95,Humanities
1573,STU584,Constitutional Law Honors,10,97.07,Law and Politics
1574,STU234,English II Honors,10,89.92,English
1575,STU234,Fundamentals of Music Theory,10,99.73,Arts
1576,STU234,Latin II Honors,10,95.13,Foreign Language
1577,STU234,Geometry,10,90.11,Math
1578,STU234,Biology,10,83.78,Science
1579,STU234,United States History Honors,10,92.16,Humanities
1580,STU245,English II Honors,10,90.16,English
1581,STU245,Spanish III Honors,10,85.63,Foreign Language
1582,STU245,Geometry,10,87.02,Math
1583,STU245,Computer Science Principles AP,10,78.89,Computer Science
1584,STU245,Biology,10,91.55,Science
1585,STU245,United States History AP,10,83.56,Humanities
1586,STU649,English Language and Composition AP,10,93.03,English
1587,STU649,Spanish III Honors,10,97.52,Foreign Language
1588,STU649,Calculus AB AP,10,97.0,Math
1589,STU649,Computer Science A AP,10,95.74,Computer Science
1590,STU649,Biology Honors,10,96.62,Science
1591,STU649,United States History AP,10,97.69,Humanities
1592,STU616,English Language and Composition AP,10,94.04,English
1593,STU616,Spanish III Honors,10,86.35,Foreign Language
1594,STU616,Geometry Honors,10,91.6,Math
1595,STU616,Biology Honors,10,90.78,Science
1596,STU616,United States History AP,10,89.66,Humanities
1597,STU616,International Relations Honors,10,97.44,Law and Politics
1598,STU266,English II Honors,10,86.47,English
1599,STU266,Spanish III Honors,10,84.71,Foreign Language
1600,STU266,Geometry,10,89.83,Math
1601,STU266,Biology Honors,10,88.23,Science
1602,STU266,Marine Science Honors,10,97.31,unknown
1603,STU266,United States History AP,10,85.77,Humanities
1604,STU424,English Language and Composition AP,10,94.13,English
1605,STU424,French III Honors,10,93.51,Foreign Language
1606,STU424,Geometry Honors,10,94.45,Math
1607,STU424,Biology Honors,10,91.87,Science
1608,STU424,United States History AP,10,89.07,Humanities
1609,STU424,Psychology AP,10,96.35,Psychology
1610,STU846,English Language and Composition AP,10,92.71,English
1611,STU846,Talented Writers Program I Honors,10,95.15,English
1612,STU846,French III Honors,10,85.94,Foreign Language
1613,STU846,Algebra II Honors,10,87.41,Math
1614,STU846,Chemistry,10,95.03,Science
1615,STU846,United States History Honors,10,95.9,Humanities
1616,STU65,English II Honors,10,89.34,English
1617,STU65,Spanish III,10,92.59,Foreign Language
1618,STU65,Geometry Honors,10,82.0,Math
1619,STU65,Biology,10,91.92,Science
1620,STU65,International Relations Honors,10,95.12,Law and Politics
1621,STU386,English Language and Composition AP,10,92.1,English
1622,STU386,Spanish Language and Culture AP (for Heritage Speakers),10,94.12,Foreign Language
1623,STU386,Geometry Honors,10,81.0,Math
1624,STU386,Biology Honors,10,81.69,Science
1625,STU386,United States History AP,10,80.6,Humanities
1626,STU386,International Relations Honors,10,93.49,Law and Politics
1627,STU381,English II Honors,10,81.64,English
1628,STU381,Spanish III,10,94.3,Foreign Language
1629,STU381,Geometry,10,80.86,Math
1630,STU381,Biology,10,74.08,Science
1631,STU381,United States History Honors,10,81.59,Humanities
1632,STU148,English II Honors,10,88.32,English
1633,STU148,Spanish III Honors,10,84.76,Foreign Language
1634,STU148,Geometry,10,85.86,Math
1635,STU148,Computer Science Principles AP,10,81.55,Computer Science
1636,STU148,Biology,10,89.26,Science
1637,STU148,United States History Honors,10,90.37,Humanities
1638,STU78,English Language and Composition AP,10,89.38,English
1639,STU78,French III Honors,10,92.18,Foreign Language
1640,STU78,Geometry,10,91.91,Math
1641,STU78,Biology,10,89.15,Science
1642,STU78,United States History AP,10,81.45,Humanities
1643,STU163,English Language and Composition AP,10,89.55,English
1644,STU163,Talented Writers Program I Honors,10,91.25,English
1645,STU163,Chinese III Honors,10,90.31,Foreign Language
1646,STU163,Pre-Calculus Honors,10,86.05,Math
1647,STU163,Biology Honors,10,85.45,Science
1648,STU163,United States History Honors,10,91.19,Humanities
1649,STU267,English Language and Composition AP,10,92.3,English
1650,STU267,Chinese III Honors,10,97.23,Foreign Language
1651,STU267,Pre-Calculus Honors,10,90.88,Math
1652,STU267,Computer Science A AP,10,92.15,Computer Science
1653,STU267,Biology Honors,10,92.83,Science
1654,STU267,United States History AP,10,89.57,Humanities
1655,STU267,Social Entrepreneurship I Honors,10,94.59,Entrepreneurship
1656,STU574,English Language and Composition AP,10,97.96,English
1657,STU574,French III Honors,10,94.01,Foreign Language
1658,STU574,Geometry Honors,10,95.37,Math
1659,STU574,Biology Honors,10,97.43,Science
1660,STU574,United States History AP,10,97.01,Humanities
1661,STU574,Psychology AP,10,96.35,Psychology
1662,STU166,English Language and Composition AP,10,89.58,English
1663,STU166,Spanish II,10,92.64,Foreign Language
1664,STU166,Geometry Honors,10,85.08,Math
1665,STU166,Biology Honors,10,87.09,Science
1666,STU166,United States History AP,10,91.03,Humanities
1667,STU166,International Relations Honors,10,93.95,Law and Politics
1668,STU480,English Language and Composition AP,10,94.29,English
1669,STU480,Spanish III Honors,10,89.33,Foreign Language
1670,STU480,Geometry,10,89.93,Math
1671,STU480,Biology,10,96.93,Science
1672,STU480,United States History AP,10,86.69,Humanities
1673,STU624,English Language and Composition AP,10,89.57,English
1674,STU624,Chinese IV Honors,10,97.07,Foreign Language
1675,STU624,Pre-Calculus Honors,10,85.81,Math
1676,STU624,Computer Science A AP,10,89.08,Computer Science
1677,STU624,Biology Honors,10,92.94,Science
1678,STU624,Anatomy and Physiology Honors,10,93.8,Science
1679,STU624,United States History AP,10,87.69,Humanities
1680,STU316,English II Honors,10,84.54,English
1681,STU316,Spanish III,10,86.6,Foreign Language
1682,STU316,Geometry,10,84.57,Math
1683,STU316,Biology,10,89.54,Science
1684,STU316,United States History Honors,10,85.53,Humanities
1685,STU326,English II Honors,10,95.43,English
1686,STU326,French III Honors,10,85.56,Foreign Language
1687,STU326,Geometry,10,83.27,Math
1688,STU326,Biology,10,92.52,Science
1689,STU326,United States History Honors,10,89.71,Humanities
1690,STU326,Constitutional Law Honors,10,99.73,Law and Politics
1691,STU286,English Language and Composition AP,10,95.16,English
1692,STU286,Spanish Language and Culture AP (for Heritage Speakers),10,95.17,Foreign Language
1693,STU286,Pre-Calculus Honors,10,92.8,Math
1694,STU286,Biology Honors,10,97.03,Science
1695,STU286,Science Research I Honors,10,95.0,unknown
1696,STU286,United States History AP,10,92.71,Humanities
1697,STU286,Government and Politics: United States AP,10,95.93,Humanities
1698,STU262,English II Honors,10,94.94,English
1699,STU262,Spanish III Honors,10,95.6,Foreign Language
1700,STU262,Geometry Honors,10,87.41,Math
1701,STU262,Computer Science Principles AP,10,95.95,Computer Science
1702,STU262,Biology Honors,10,90.24,Science
1703,STU262,United States History AP,10,93.73,Humanities
1704,STU426,English Language and Composition AP,10,93.33,English
1705,STU426,Spanish Language and Culture AP (for Heritage Speakers),10,95.75,Foreign Language
1706,STU426,Pre-Calculus Honors,10,85.68,Math
1707,STU426,Data Structures Post-AP,10,92.35,Computer Science
1708,STU426,Biology Honors,10,88.9,Science
1709,STU426,United States History AP,10,87.03,Humanities
1710,STU426,Social Entrepreneurship I Honors,10,97.21,Entrepreneurship
1711,STU510,English Language and Composition AP,10,90.73,English
1712,STU510,Spanish II Honors,10,94.11,Foreign Language
1713,STU510,Chinese III Honors,10,97.14,Foreign Language
1714,STU510,Calculus AB AP,10,91.6,Math
1715,STU510,Computer Science Principles AP,10,98.35,Computer Science
1716,STU510,Biology Honors,10,93.31,Science
1717,STU510,United States History AP,10,89.81,Humanities
1718,STU794,English Language and Composition AP,10,90.81,English
1719,STU794,Spanish III,10,96.51,Foreign Language
1720,STU794,Geometry Honors,10,96.7,Math
1721,STU794,Computer Science A AP,10,90.82,Computer Science
1722,STU794,Biology Honors,10,89.63,Science
1723,STU794,United States History AP,10,83.68,Humanities
1724,STU309,English Language and Composition AP,10,89.95,English
1725,STU309,Spanish III Honors,10,94.01,Foreign Language
1726,STU309,Geometry,10,94.33,Math
1727,STU309,Biology Honors,10,82.75,Science
1728,STU309,United States History AP,10,95.47,Humanities
1729,STU657,English II Honors,10,95.22,English
1730,STU657,Chinese III,10,94.78,Foreign Language
1731,STU657,Geometry,10,92.33,Math
1732,STU657,Biology,10,95.85,Science
1733,STU657,United States History Honors,10,92.36,Humanities
1734,STU657,Constitutional Law Honors,10,98.8,Law and Politics
1735,STU729,English II Honors,10,91.58,English
1736,STU729,Spanish III Honors,10,92.03,Foreign Language
1737,STU729,Pre-Calculus,10,94.07,Math
1738,STU729,Computer Science Principles AP,10,91.92,Computer Science
1739,STU729,Biology Honors,10,85.77,Science
1740,STU729,United States History AP,10,84.1,Humanities
1741,STU393,English Language and Composition AP,10,88.52,English
1742,STU393,Spanish Language and Culture AP (for Heritage Speakers),10,97.82,Foreign Language
1743,STU393,Geometry Honors,10,85.53,Math
1744,STU393,Computer Science Principles AP,10,90.44,Computer Science
1745,STU393,Biology Honors,10,93.58,Science
1746,STU393,United States History AP,10,94.49,Humanities
1747,STU655,English II Honors,10,92.51,English
1748,STU655,Spanish III Honors,10,90.16,Foreign Language
1749,STU655,Geometry Honors,10,86.96,Math
1750,STU655,Computer Science Principles AP,10,92.89,Computer Science
1751,STU655,Biology Honors,10,83.84,Science
1752,STU655,United States History AP,10,80.59,Humanities
1753,STU656,English Language and Composition AP,10,91.09,English
1754,STU656,Spanish III Honors,10,86.81,Foreign Language
1755,STU656,Geometry,10,87.6,Math
1756,STU656,Biology,10,90.93,Science
1757,STU656,United States History AP,10,80.25,Humanities
1758,STU572,English II Honors,10,86.96,English
1759,STU572,Spanish Language and Culture AP (for Heritage Speakers),10,90.13,Foreign Language
1760,STU572,Geometry,10,89.76,Math
1761,STU572,Computer Science A AP,10,78.79,Computer Science
1762,STU572,Biology,10,89.51,Science
1763,STU572,United States History Honors,10,90.95,Humanities
1764,STU857,English II Honors,10,97.17,English
1765,STU857,Spanish III Honors,10,87.19,Foreign Language
1766,STU857,Algebra II,10,86.14,Math
1767,STU857,Chemistry Honors,10,82.53,Science
1768,STU857,United States History Honors,10,92.75,Humanities
1769,STU857,Human Geography AP,10,89.54,Humanities
1770,STU734,English Language and Composition AP,10,92.64,English
1771,STU734,Spanish Language and Culture AP (for Heritage Speakers),10,95.79,Foreign Language
1772,STU734,Pre-Calculus,10,95.84,Math
1773,STU734,Biology Honors,10,89.64,Science
1774,STU734,United States History AP,10,92.14,Humanities
1775,STU555,English Language and Composition AP,10,89.15,English
1776,STU555,Spanish Language and Culture AP (for Heritage Speakers),10,97.1,Foreign Language
1777,STU555,Geometry Honors,10,94.62,Math
1778,STU555,Computer Science Principles AP,10,96.25,Computer Science
1779,STU555,Biology Honors,10,92.7,Science
1780,STU555,United States History AP,10,90.34,Humanities
1781,STU452,English Language and Composition AP,10,98.22,English
1782,STU452,Latin II Honors,10,100.43,Foreign Language
1783,STU452,Calculus AB AP,10,95.95,Math
1784,STU452,Biology Honors,10,97.97,Science
1785,STU452,Environmental Science AP,10,96.93,unknown
1786,STU452,Science Research I Honors,10,95.0,unknown
1787,STU452,United States History AP,10,100.76,Humanities
1788,STU581,English Language and Composition AP,10,89.39,English
1789,STU581,Latin II Honors,10,97.6,Foreign Language
1790,STU581,Geometry,10,92.35,Math
1791,STU581,Biology,10,90.85,Science
1792,STU581,United States History AP,10,87.03,Humanities
1793,STU833,English II Honors,10,93.0,English
1794,STU833,Spanish II,10,82.74,Foreign Language
1795,STU833,Geometry,10,79.92,Math
1796,STU833,Biology,10,85.54,Science
1797,STU833,United States History Honors,10,92.89,Humanities
1798,STU833,Constitutional Law Honors,10,94.51,Law and Politics
1799,STU809,English Language and Composition AP,10,90.9,English
1800,STU809,Spanish Language and Culture AP (for Heritage Speakers),10,93.83,Foreign Language
1801,STU809,Calculus AB AP,10,93.34,Math
1802,STU809,Computer Science A AP,10,95.82,Computer Science
1803,STU809,Biology Honors,10,95.11,Science
1804,STU809,United States History AP,10,90.59,Humanities
1805,STU317,English Language and Composition AP,10,89.4,English
1806,STU317,Spanish IV Honors,10,97.61,Foreign Language
1807,STU317,Pre-Calculus Honors,10,86.94,Math
1808,STU317,Computer Science Principles AP,10,96.75,Computer Science
1809,STU317,Biology Honors,10,90.33,Science
1810,STU317,United States History AP,10,89.24,Humanities
1811,STU317,Social Entrepreneurship I Honors,10,96.22,Entrepreneurship
1812,STU825,English Language and Composition AP,10,93.33,English
1813,STU825,French III Honors,10,89.28,Foreign Language
1814,STU825,Pre-Calculus,10,90.16,Math
1815,STU825,Biology,10,96.57,Science
1816,STU825,United States History AP,10,87.71,Humanities
1817,STU825,Social Entrepreneurship I Honors,10,95.5,Entrepreneurship
1818,STU780,English II Honors,10,84.06,English
1819,STU780,Latin II Honors,10,83.08,Foreign Language
1820,STU780,Pre-Calculus,10,88.38,Math
1821,STU780,Computer Science Principles AP,10,92.89,Computer Science
1822,STU780,Biology Honors,10,79.15,Science
1823,STU780,United States History Honors,10,85.96,Humanities
1824,STU607,English Language and Composition AP,10,90.08,English
1825,STU607,French III Honors,10,91.42,Foreign Language
1826,STU607,Geometry Honors,10,91.31,Math
1827,STU607,Biology Honors,10,89.59,Science
1828,STU607,United States History AP,10,88.31,Humanities
1829,STU607,Social Entrepreneurship I Honors,10,99.05,Entrepreneurship
1830,STU396,English II Honors,10,92.26,English
1831,STU396,Chinese III Honors,10,84.24,Foreign Language
1832,STU396,Geometry,10,83.63,Math
1833,STU396,Biology,10,87.16,Science
1834,STU396,United States History Honors,10,87.28,Humanities
1835,STU396,International Relations Honors,10,89.53,Law and Politics
1836,STU663,English Language and Composition AP,10,94.36,English
1837,STU663,Spanish III Honors,10,96.18,Foreign Language
1838,STU663,Calculus AB AP,10,96.1,Math
1839,STU663,Computer Science A AP,10,97.36,Computer Science
1840,STU663,Biology Honors,10,94.77,Science
1841,STU663,United States History AP,10,97.35,Humanities
1842,STU663,Psychology AP,10,96.5,Psychology
1843,STU755,English Language and Composition AP,10,92.58,English
1844,STU755,Chinese III,10,91.2,Foreign Language
1845,STU755,Pre-Calculus Honors,10,84.59,Math
1846,STU755,Computer Science Principles AP,10,94.01,Computer Science
1847,STU755,Biology Honors,10,88.13,Science
1848,STU755,United States History AP,10,89.83,Humanities
1849,STU712,English Language and Composition AP,10,91.36,English
1850,STU712,Chinese III Honors,10,90.22,Foreign Language
1851,STU712,Calculus AB AP,10,89.96,Math
1852,STU712,Computer Science A AP,10,88.88,Computer Science
1853,STU712,Biology Honors,10,93.66,Science
1854,STU712,United States History AP,10,87.54,Humanities
1855,STU712,Social Entrepreneurship I Honors,10,96.17,Entrepreneurship
1856,STU108,English II Honors,10,90.86,English
1857,STU108,Spanish III Honors,10,95.28,Foreign Language
1858,STU108,Pre-Calculus Honors,10,97.97,Math
1859,STU108,Computer Science Principles AP,10,98.11,Computer Science
1860,STU108,Biology Honors,10,86.54,Science
1861,STU108,United States History AP,10,82.88,Humanities
1862,STU108,Constitutional Law Honors,10,97.6,Law and Politics
1863,STU273,English Language and Composition AP,10,93.29,English
1864,STU273,Spanish III Honors,10,93.71,Foreign Language
1865,STU273,Geometry,10,96.56,Math
1866,STU273,Biology Honors,10,90.73,Science
1867,STU273,United States History AP,10,95.42,Humanities
1868,STU273,International Relations Honors,10,96.74,Law and Politics
1869,STU307,English Language and Composition AP,10,93.57,English
1870,STU307,Spanish III Honors,10,96.02,Foreign Language
1871,STU307,Pre-Calculus Honors,10,97.09,Math
1872,STU307,Computer Science A AP,10,95.23,Computer Science
1873,STU307,Biology Honors,10,93.34,Science
1874,STU307,United States History AP,10,96.69,Humanities
1875,STU61,English Language and Composition AP,10,92.73,English
1876,STU61,Latin II Honors,10,94.98,Foreign Language
1877,STU61,Geometry Honors,10,89.54,Math
1878,STU61,Biology Honors,10,89.61,Science
1879,STU61,United States History AP,10,90.94,Humanities
1880,STU61,Holocaust History Honors,10,97.43,Humanities
1881,STU662,English II Honors,10,87.64,English
1882,STU662,Spanish III Honors,10,93.39,Foreign Language
1883,STU662,Geometry,10,93.67,Math
1884,STU662,Biology,10,91.69,Science
1885,STU662,United States History Honors,10,90.95,Humanities
1886,STU662,Holocaust History Honors,10,98.62,Humanities
1887,STU398,English II Honors,10,91.3,English
1888,STU398,Spanish III Honors,10,93.31,Foreign Language
1889,STU398,Pre-Calculus,10,93.69,Math
1890,STU398,Computer Science Principles AP,10,95.71,Computer Science
1891,STU398,Biology Honors,10,89.58,Science
1892,STU398,United States History AP,10,91.5,Humanities
1893,STU281,English Language and Composition AP,10,93.21,English
1894,STU281,Spanish IV Honors,10,99.01,Foreign Language
1895,STU281,Pre-Calculus Honors,10,93.28,Math
1896,STU281,Computer Science Principles AP,10,93.91,Computer Science
1897,STU281,Biology Honors,10,91.43,Science
1898,STU281,Science Research I Honors,10,95.0,unknown
1899,STU281,United States History AP,10,92.56,Humanities
1900,STU591,English Language and Composition AP,10,97.66,English
1901,STU591,Spanish IV Honors,10,98.95,Foreign Language
1902,STU591,Geometry Honors,10,95.64,Math
1903,STU591,Biology Honors,10,96.44,Science
1904,STU591,United States History AP,10,98.56,Humanities
1905,STU591,Psychology AP,10,98.49,Psychology
1906,STU119,English Language and Composition AP,10,94.26,English
1907,STU119,Latin II Honors,10,98.88,Foreign Language
1908,STU119,Calculus AB AP,10,90.4,Math
1909,STU119,Computer Science Principles AP,10,96.34,Computer Science
1910,STU119,Biology Honors,10,90.83,Science
1911,STU119,Anatomy and Physiology Honors,10,92.87,Science
1912,STU119,United States History AP,10,86.95,Humanities
1913,STU778,English Language and Composition AP,10,90.15,English
1914,STU778,Talented Writers Program I Honors,10,90.79,English
1915,STU778,Spanish III,10,95.33,Foreign Language
1916,STU778,Geometry Honors,10,90.77,Math
1917,STU778,Computer Science Principles AP,10,94.63,Computer Science
1918,STU778,Biology Honors,10,89.66,Science
1919,STU778,United States History AP,10,92.71,Humanities
1920,STU634,English Language and Composition AP,10,97.27,English
1921,STU634,Talented Writers Program I Honors,10,94.84,English
1922,STU634,Spanish III Honors,10,97.85,Foreign Language
1923,STU634,Calculus AB AP,10,97.3,Math
1924,STU634,Chemistry AP,10,97.97,Science
1925,STU634,United States History AP,10,96.92,Humanities
1926,STU296,English II Honors,10,92.03,English
1927,STU296,Spanish III,10,98.01,Foreign Language
1928,STU296,Geometry Honors,10,92.72,Math
1929,STU296,Biology Honors,10,84.64,Science
1930,STU296,United States History Honors,10,93.8,Humanities
1931,STU296,Constitutional Law Honors,10,99.04,Law and Politics
1932,STU660,English II Honors,10,90.53,English
1933,STU660,Chinese III Honors,10,83.08,Foreign Language
1934,STU660,Geometry,10,82.81,Math
1935,STU660,Computer Science Principles AP,10,85.88,Computer Science
1936,STU660,Biology,10,87.02,Science
1937,STU660,United States History AP,10,86.61,Humanities
1938,STU184,English Language and Composition AP,10,93.03,English
1939,STU184,Spanish III Honors,10,97.34,Foreign Language
1940,STU184,Calculus AB AP,10,98.39,Math
1941,STU184,Biology Honors,10,96.53,Science
1942,STU184,Science Research I Honors,10,95.0,unknown
1943,STU184,United States History AP,10,96.27,Humanities
1944,STU184,Psychology AP,10,93.13,Psychology
1945,STU159,English II Honors,10,91.02,English
1946,STU159,Spanish III,10,94.3,Foreign Language
